techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_from,link_to
TH61_TH60_interp_9_to_TH61_TH60_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH61_TH60_interp_9,TH61_TH60_interp_10
TH61_TH60_interp_10_to_TH60,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH61_TH60_interp_10,TH60
TH62_to_TH62_TH61_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62,TH62_TH61_interp_1
TH62_TH61_interp_1_to_TH62_TH61_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_1,TH62_TH61_interp_2
TH62_TH61_interp_2_to_TH62_TH61_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_2,TH62_TH61_interp_3
TH62_TH61_interp_3_to_TH62_TH61_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_3,TH62_TH61_interp_4
TH62_TH61_interp_4_to_TH62_TH61_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_4,TH62_TH61_interp_5
TH62_TH61_interp_5_to_TH62_TH61_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_5,TH62_TH61_interp_6
TH62_TH61_interp_6_to_TH62_TH61_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_6,TH62_TH61_interp_7
TH62_TH61_interp_7_to_TH62_TH61_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_7,TH62_TH61_interp_8
TH62_TH61_interp_8_to_TH62_TH61_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_8,TH62_TH61_interp_9
TH62_TH61_interp_9_to_TH62_TH61_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_9,TH62_TH61_interp_10
TH62_TH61_interp_10_to_TH61,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH62_TH61_interp_10,TH61
TH63_to_TH63_TH62_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63,TH63_TH62_interp_1
TH63_TH62_interp_1_to_TH63_TH62_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_1,TH63_TH62_interp_2
TH63_TH62_interp_2_to_TH63_TH62_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_2,TH63_TH62_interp_3
TH63_TH62_interp_3_to_TH63_TH62_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_3,TH63_TH62_interp_4
TH63_TH62_interp_4_to_TH63_TH62_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_4,TH63_TH62_interp_5
TH63_TH62_interp_5_to_TH63_TH62_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_5,TH63_TH62_interp_6
TH63_TH62_interp_6_to_TH63_TH62_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_6,TH63_TH62_interp_7
TH63_TH62_interp_7_to_TH63_TH62_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_7,TH63_TH62_interp_8
TH63_TH62_interp_8_to_TH63_TH62_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_8,TH63_TH62_interp_9
TH63_TH62_interp_9_to_TH63_TH62_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_9,TH63_TH62_interp_10
TH63_TH62_interp_10_to_TH62,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH63_TH62_interp_10,TH62
TH64_to_TH64_TH63_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64,TH64_TH63_interp_1
TH64_TH63_interp_1_to_TH64_TH63_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_1,TH64_TH63_interp_2
TH64_TH63_interp_2_to_TH64_TH63_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_2,TH64_TH63_interp_3
TH64_TH63_interp_3_to_TH64_TH63_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_3,TH64_TH63_interp_4
TH64_TH63_interp_4_to_TH64_TH63_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_4,TH64_TH63_interp_5
TH64_TH63_interp_5_to_TH64_TH63_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_5,TH64_TH63_interp_6
TH64_TH63_interp_6_to_TH64_TH63_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_6,TH64_TH63_interp_7
TH64_TH63_interp_7_to_TH64_TH63_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_7,TH64_TH63_interp_8
TH64_TH63_interp_8_to_TH64_TH63_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_8,TH64_TH63_interp_9
TH64_TH63_interp_9_to_TH64_TH63_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_9,TH64_TH63_interp_10
TH64_TH63_interp_10_to_TH63,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH64_TH63_interp_10,TH63
TH65_to_TH65_TH64_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65,TH65_TH64_interp_1
TH65_TH64_interp_1_to_TH65_TH64_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_1,TH65_TH64_interp_2
TH65_TH64_interp_2_to_TH65_TH64_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_2,TH65_TH64_interp_3
TH65_TH64_interp_3_to_TH65_TH64_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_3,TH65_TH64_interp_4
TH65_TH64_interp_4_to_TH65_TH64_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_4,TH65_TH64_interp_5
TH65_TH64_interp_5_to_TH65_TH64_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_5,TH65_TH64_interp_6
TH65_TH64_interp_6_to_TH65_TH64_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_6,TH65_TH64_interp_7
TH65_TH64_interp_7_to_TH65_TH64_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_7,TH65_TH64_interp_8
TH65_TH64_interp_8_to_TH65_TH64_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_8,TH65_TH64_interp_9
TH65_TH64_interp_9_to_TH65_TH64_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_9,TH65_TH64_interp_10
TH65_TH64_interp_10_to_TH64,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH65_TH64_interp_10,TH64
TH66_to_TH66_TH65_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66,TH66_TH65_interp_1
TH66_TH65_interp_1_to_TH66_TH65_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_1,TH66_TH65_interp_2
TH66_TH65_interp_2_to_TH66_TH65_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_2,TH66_TH65_interp_3
TH66_TH65_interp_3_to_TH66_TH65_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_3,TH66_TH65_interp_4
TH66_TH65_interp_4_to_TH66_TH65_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_4,TH66_TH65_interp_5
TH66_TH65_interp_5_to_TH66_TH65_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_5,TH66_TH65_interp_6
TH66_TH65_interp_6_to_TH66_TH65_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_6,TH66_TH65_interp_7
TH66_TH65_interp_7_to_TH66_TH65_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_7,TH66_TH65_interp_8
TH66_TH65_interp_8_to_TH66_TH65_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_8,TH66_TH65_interp_9
TH66_TH65_interp_9_to_TH66_TH65_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_9,TH66_TH65_interp_10
TH66_TH65_interp_10_to_TH65,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH66_TH65_interp_10,TH65
TH67_to_TH67_TH66_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67,TH67_TH66_interp_1
TH67_TH66_interp_1_to_TH67_TH66_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_1,TH67_TH66_interp_2
TH67_TH66_interp_2_to_TH67_TH66_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_2,TH67_TH66_interp_3
TH67_TH66_interp_3_to_TH67_TH66_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_3,TH67_TH66_interp_4
TH67_TH66_interp_4_to_TH67_TH66_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_4,TH67_TH66_interp_5
TH67_TH66_interp_5_to_TH67_TH66_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_5,TH67_TH66_interp_6
TH67_TH66_interp_6_to_TH67_TH66_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_6,TH67_TH66_interp_7
TH67_TH66_interp_7_to_TH67_TH66_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_7,TH67_TH66_interp_8
TH67_TH66_interp_8_to_TH67_TH66_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_8,TH67_TH66_interp_9
TH67_TH66_interp_9_to_TH67_TH66_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_9,TH67_TH66_interp_10
TH67_TH66_interp_10_to_TH66,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH67_TH66_interp_10,TH66
TH68_to_TH68_TH67_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68,TH68_TH67_interp_1
TH68_TH67_interp_1_to_TH68_TH67_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_1,TH68_TH67_interp_2
TH68_TH67_interp_2_to_TH68_TH67_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_2,TH68_TH67_interp_3
TH68_TH67_interp_3_to_TH68_TH67_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_3,TH68_TH67_interp_4
TH68_TH67_interp_4_to_TH68_TH67_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_4,TH68_TH67_interp_5
TH68_TH67_interp_5_to_TH68_TH67_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_5,TH68_TH67_interp_6
TH68_TH67_interp_6_to_TH68_TH67_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_6,TH68_TH67_interp_7
TH68_TH67_interp_7_to_TH68_TH67_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_7,TH68_TH67_interp_8
TH68_TH67_interp_8_to_TH68_TH67_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_8,TH68_TH67_interp_9
TH68_TH67_interp_9_to_TH68_TH67_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_9,TH68_TH67_interp_10
TH68_TH67_interp_10_to_TH67,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH68_TH67_interp_10,TH67
TH69_to_TH69_TH68_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69,TH69_TH68_interp_1
TH69_TH68_interp_1_to_TH69_TH68_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_1,TH69_TH68_interp_2
TH69_TH68_interp_2_to_TH69_TH68_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_2,TH69_TH68_interp_3
TH69_TH68_interp_3_to_TH69_TH68_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_3,TH69_TH68_interp_4
TH69_TH68_interp_4_to_TH69_TH68_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_4,TH69_TH68_interp_5
TH69_TH68_interp_5_to_TH69_TH68_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_5,TH69_TH68_interp_6
TH69_TH68_interp_6_to_TH69_TH68_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_6,TH69_TH68_interp_7
TH69_TH68_interp_7_to_TH69_TH68_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_7,TH69_TH68_interp_8
TH69_TH68_interp_8_to_TH69_TH68_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_8,TH69_TH68_interp_9
TH69_TH68_interp_9_to_TH69_TH68_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_9,TH69_TH68_interp_10
TH69_TH68_interp_10_to_TH68,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH69_TH68_interp_10,TH68
TH70_to_TH70_TH69_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70,TH70_TH69_interp_1
TH70_TH69_interp_1_to_TH70_TH69_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_1,TH70_TH69_interp_2
TH70_TH69_interp_2_to_TH70_TH69_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_2,TH70_TH69_interp_3
TH70_TH69_interp_3_to_TH70_TH69_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_3,TH70_TH69_interp_4
TH70_TH69_interp_4_to_TH70_TH69_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_4,TH70_TH69_interp_5
TH70_TH69_interp_5_to_TH70_TH69_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_5,TH70_TH69_interp_6
TH70_TH69_interp_6_to_TH70_TH69_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_6,TH70_TH69_interp_7
TH70_TH69_interp_7_to_TH70_TH69_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_7,TH70_TH69_interp_8
TH70_TH69_interp_8_to_TH70_TH69_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_8,TH70_TH69_interp_9
TH70_TH69_interp_9_to_TH70_TH69_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_9,TH70_TH69_interp_10
TH70_TH69_interp_10_to_TH69,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH70_TH69_interp_10,TH69
TH71_to_TH71_TH70_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71,TH71_TH70_interp_1
TH71_TH70_interp_1_to_TH71_TH70_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_1,TH71_TH70_interp_2
TH71_TH70_interp_2_to_TH71_TH70_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_2,TH71_TH70_interp_3
TH71_TH70_interp_3_to_TH71_TH70_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_3,TH71_TH70_interp_4
TH71_TH70_interp_4_to_TH71_TH70_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_4,TH71_TH70_interp_5
TH71_TH70_interp_5_to_TH71_TH70_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_5,TH71_TH70_interp_6
TH71_TH70_interp_6_to_TH71_TH70_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_6,TH71_TH70_interp_7
TH71_TH70_interp_7_to_TH71_TH70_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_7,TH71_TH70_interp_8
TH71_TH70_interp_8_to_TH71_TH70_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_8,TH71_TH70_interp_9
TH71_TH70_interp_9_to_TH71_TH70_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_9,TH71_TH70_interp_10
TH71_TH70_interp_10_to_TH70,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH71_TH70_interp_10,TH70
TH72_to_TH72_TH71_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72,TH72_TH71_interp_1
TH72_TH71_interp_1_to_TH72_TH71_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_1,TH72_TH71_interp_2
TH72_TH71_interp_2_to_TH72_TH71_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_2,TH72_TH71_interp_3
TH72_TH71_interp_3_to_TH72_TH71_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_3,TH72_TH71_interp_4
TH72_TH71_interp_4_to_TH72_TH71_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_4,TH72_TH71_interp_5
TH72_TH71_interp_5_to_TH72_TH71_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_5,TH72_TH71_interp_6
TH72_TH71_interp_6_to_TH72_TH71_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_6,TH72_TH71_interp_7
TH72_TH71_interp_7_to_TH72_TH71_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_7,TH72_TH71_interp_8
TH72_TH71_interp_8_to_TH72_TH71_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_8,TH72_TH71_interp_9
TH72_TH71_interp_9_to_TH72_TH71_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_9,TH72_TH71_interp_10
TH72_TH71_interp_10_to_TH71,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH72_TH71_interp_10,TH71
TH73_to_TH73_TH72_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73,TH73_TH72_interp_1
TH73_TH72_interp_1_to_TH73_TH72_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_1,TH73_TH72_interp_2
TH73_TH72_interp_2_to_TH73_TH72_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_2,TH73_TH72_interp_3
TH73_TH72_interp_3_to_TH73_TH72_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_3,TH73_TH72_interp_4
TH73_TH72_interp_4_to_TH73_TH72_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_4,TH73_TH72_interp_5
TH73_TH72_interp_5_to_TH73_TH72_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_5,TH73_TH72_interp_6
TH73_TH72_interp_6_to_TH73_TH72_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_6,TH73_TH72_interp_7
TH73_TH72_interp_7_to_TH73_TH72_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_7,TH73_TH72_interp_8
TH73_TH72_interp_8_to_TH73_TH72_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_8,TH73_TH72_interp_9
TH73_TH72_interp_9_to_TH73_TH72_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_9,TH73_TH72_interp_10
TH73_TH72_interp_10_to_TH72,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH73_TH72_interp_10,TH72
TH52_to_TH52_TH73_interp_1,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52,TH52_TH73_interp_1
TH52_TH73_interp_1_to_TH52_TH73_interp_2,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_1,TH52_TH73_interp_2
TH52_TH73_interp_2_to_TH52_TH73_interp_3,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_2,TH52_TH73_interp_3
TH52_TH73_interp_3_to_TH52_TH73_interp_4,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_3,TH52_TH73_interp_4
TH52_TH73_interp_4_to_TH52_TH73_interp_5,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_4,TH52_TH73_interp_5
TH52_TH73_interp_5_to_TH52_TH73_interp_6,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_5,TH52_TH73_interp_6
TH52_TH73_interp_6_to_TH52_TH73_interp_7,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_6,TH52_TH73_interp_7
TH52_TH73_interp_7_to_TH52_TH73_interp_8,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_7,TH52_TH73_interp_8
TH52_TH73_interp_8_to_TH52_TH73_interp_9,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_8,TH52_TH73_interp_9
TH52_TH73_interp_9_to_TH52_TH73_interp_10,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_9,TH52_TH73_interp_10
TH52_TH73_interp_10_to_TH73,#823739,Interpolated Heat transmission,transmission,2000,0.98,20,TH52_TH73_interp_10,TH73
TE1_to_TE1_SH1_interp_1,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE1,TE1_SH1_interp_1
TE1_SH1_interp_1_to_TE1_SH1_interp_2,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE1_SH1_interp_1,TE1_SH1_interp_2
TE1_SH1_interp_2_to_TE1_SH1_interp_3,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE1_SH1_interp_2,TE1_SH1_interp_3
TE1_SH1_interp_3_to_TE1_SH1_interp_4,#6783E3,Interpolated Electricity transmission,transmission,2000,0.99,20,TE1_SH1_interp_3,TE1_SH1_interp_4
